Rank,UNDP_Rank_2023,RankChange_2023_to_2050,RankChangeDisplay,DevelopmentMomentumScore,DevelopmentMomentumTier,IndustrializingMover,IndustrializationSignal,RankCluster,RankClusterSize,RankClusterLabel,ProjectionType,BaselineSource,BaselineDataYear,UNDP_Country,ISO3,Country,HDI_Baseline,HDI_2024_Local_Estimate,HDI_2024_vs_UNDP_HDR2025,HDI_2024,UNDP_HDI_2023,Population_2024,Population_2024_Source,Population_2050,Population_2050_Source,HDI_Baseline_Recomputed_From_Components,HDI_Baseline_Component_Mismatch,HDI_2024_Recomputed_From_Components,HDI_2024_Component_Mismatch,HDI_2050,HDI_2050_Gain,HDI_P10,HDI_P50,HDI_P90,HDI_Optimistic,HDI_Pessimistic,Interval_Contains_Baseline_HDI,Interval_Contains_2024_HDI,LifeExp_Baseline,GNI_PPP_Baseline,ExpSchool_Baseline,MeanSchool_Baseline,HealthIndex_2025,EducationIndex_2025,IncomeIndex_2025,HealthIndex_2050,EducationIndex_2050,IncomeIndex_2050,HDI_2050_Recomputed_From_Indices,HDI_2050_Index_Mismatch,LifeExp_2024,GNI_PPP_2024,ExpSchool_2024,MeanSchool_2024,InstEfficiency,TechFactor,DemoFactor,SubReplacementDepth,MigrationBufferIntensity,MedianAge_2024,MedianAge_2050,MedianAgeShift_2024_to_2050,Youth014Pct_2024,Youth014Pct_2050,WorkingAgePct_2024,WorkingAgePct_2050,WorkforceChangePP_2024_to_2050,Elderly65PlusPct_2024,Elderly65PlusPct_2050,Elderly65PlusChangePP_2024_to_2050,ChildDependencyRatio,OldAgeDependencyRatio,TotalDependencyRatio,AgePyramidScore,WorkforceDepth,WorkforceMomentum,YouthDependencyPressure,AgingPressure,DevelopedDemographicAdaptation,AdaptedAgingPressure,FertilityWindow,HumanCapitalAbsorption,DemographicDividend,DependencyPressure,DemographicHDIMultiplier,DemographicHDIAdjustment,FutureReadiness,DigitalInfraDevelopment,DigitalInfraHDIAdjustment,RecoveryPotential2050,ResourceDependence,GrowthVolatility,EconomicDiversification,ResourceDrag,IndustrializationHDIAcceleration,DevelopingCatchupReadiness,GrowthProspectScore,LowGrowthProspectDrag,TrajectoryHDISpeedMultiplier,TrajectoryHDICapMultiplier,TrajectoryHDIShockMultiplier,Gini_2024,InfantMortality_2024,ClimateRisk_2024,Fertility_2024,Urbanization_2024,PoliticalStability_2024,RuleOfLaw_2024,Physicians_2024,HealthExp_2024,RenewableShare_2024,Contrib_Income,Contrib_Education,Contrib_Health,Contrib_Governance,Contrib_Demographics,Contrib_Technology,Contrib_Recovery,Contrib_Inequality,Contrib_Climate,Contrib_ShockRisk,ai_adoption_index,robot_density,semiconductor_production,green_energy_investment,ev_adoption,battery_capacity,high_speed_rail,startup_ecosystem,venture_capital,cloud_adoption,Trajectory,Rank_Best_P90,Rank_Worst_P10
146,156,10,+10,55.88,rapid_industrializer,False,0.21,70,1,Cluster 70,scenario_projection,UNDP_HDR_2025_Table_1,2023,Solomon Islands,SLB,Solomon Islands,0.584,0.564,-0.02,0.564,0.584,819206,un_wpp_owid_2024,1309112,un_wpp_owid_2050,0.5547,-0.0293,0.5547,-0.0293,0.7167,0.1327,0.5554,0.7167,0.8116,0.8116,0.5554,True,True,70.528,2777.2667,11.313,5.8797,0.7431,0.4806,0.4778,0.87224,0.667654,0.632157,0.7167,1.1e-07,70.528,2777.2667,11.313,5.8797,0.9,1.0,0.9062,0.0,0.0,20.5,27.0,6.5,36.145,36.3873,61.0,55.8,-5.2,2.855,7.8127,4.9577,0.6521,0.14,0.7921,0.8048,0.2636,0.175,0.4986,0.0,0.0,0.0,0.9167,0.4201,0.2631,0.4324,0.8725,-0.0041,0.2122,0.4583,0.0053,0.28,0.12,0.22,0.6,0.0142,0.2709,0.3406,0.6488,0.3512,1.22,1.3176,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0284,0.0388,0.0132,0.0303,0.0151,0.0181,0.0069,-0.0027,-0.0074,-0.0079,0.2311,0.1789,0.2069,0.2155,0.247,0.1845,0.2925,0.1722,0.1963,0.1973,frontier_jumper,112,179
147,121,-26,-26,29.49,stable_or_slow,False,0.27,71,2,Cluster 71,scenario_projection,UNDP_HDR_2025_Table_1,2023,Venezuela (Bolivarian Republic of),VEN,Venezuela,0.709,0.691,-0.018,0.691,0.709,28405544,un_wpp_owid_2024,31094887,un_wpp_owid_2050,0.6789,-0.0301,0.6789,-0.0301,0.7142,0.0052,0.6,0.7142,0.8306,0.8306,0.6,True,True,72.514,7157.08,12.9654,9.6784,0.7723,0.6601,0.6139,0.810391,0.695992,0.645893,0.7142,-6e-08,72.514,7157.08,12.9654,9.6784,0.72,1.0302,0.928,0.0,0.0,28.5,36.5,8.0,28.3366,22.015,64.0,57.6,-6.4,7.6634,20.385,12.7216,0.3822,0.3539,0.7361,0.8592,0.3455,0.1,0.0005,0.3811,0.0,0.3811,0.9167,0.601,0.3288,0.3204,0.9374,-0.0043,0.2684,0.5022,0.0038,0.55,0.86,0.95,0.18,0.6702,0.1273,0.1831,0.1435,0.8565,0.9956,1.0481,1.0556,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.001,0.0015,0.0007,0.0008,0.001,0.0011,0.0008,-0.0002,-0.0004,-0.001,0.2902,0.2166,0.2069,0.2758,0.3269,0.1995,0.3528,0.24,0.2909,0.2848,conflict_recovery,97,172
148,142,-6,-6,45.43,fast_converger,False,0.25,71,2,Cluster 71,scenario_projection,UNDP_HDR_2025_Table_1,2023,Timor-Leste,TLS,Timor-Leste,0.634,0.607,-0.027,0.607,0.634,1400638,un_wpp_owid_2024,1889248,un_wpp_owid_2050,0.5996,-0.0344,0.5996,-0.0344,0.7133,0.0793,0.6048,0.7133,0.7872,0.7872,0.6048,True,True,67.689,5434.5947,13.2531,6.2266,0.7013,0.5353,0.5743,0.802241,0.665734,0.679534,0.7133,6e-08,67.689,5434.5947,13.2531,6.2266,0.85,1.0,0.9198,0.0,0.0,20.8,28.0,7.2,34.635,34.5964,62.5,56.74,-5.76,2.865,8.6636,5.7987,0.6097,0.1527,0.7624,0.8336,0.3064,0.14,0.4366,0.0,0.0,0.0,0.9167,0.4701,0.3055,0.3851,0.8992,-0.0023,0.2451,0.4686,0.0048,0.28,0.12,0.22,0.6,0.0144,0.2479,0.3285,0.6377,0.3623,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0138,0.0219,0.0097,0.017,0.0125,0.0119,0.0044,-0.0017,-0.0047,-0.0055,0.2508,0.2056,0.2069,0.2582,0.3037,0.1952,0.3353,0.2061,0.2515,0.238,moderate,125,172
149,133,-16,-16,35.31,emerging_mover,False,0.3,72,1,Cluster 72,scenario_projection,UNDP_HDR_2025_Table_1,2023,"Palestine, State of",PSE,Palestine,0.674,0.674,0.0,0.674,0.674,5495447,un_wpp_owid_2024,8451896,un_wpp_owid_2050,0.6463,-0.0277,0.6463,-0.0277,0.712,0.038,0.6333,0.712,0.8031,0.8031,0.6333,True,True,65.17,6547.0986,12.998,10.13,0.6643,0.6762,0.6011,0.72486,0.749862,0.664055,0.712,-2.5e-07,65.17,6547.0986,12.998,10.13,0.78,1.0302,0.8542,0.0,0.0,18.5,24.0,5.5,41.5853,42.6306,56.0,51.6,-4.4,2.4147,5.7694,3.3547,0.8262,0.1118,0.938,0.6919,0.0727,0.225,0.8102,0.0,0.0,0.0,0.5783,0.3376,0.0772,0.6403,0.7773,-0.0082,0.3024,0.4833,0.0038,0.62,0.12,0.22,0.6,0.0155,0.2147,0.2945,0.5637,0.4363,1.0,1.0,1.0,0.3996,35.3562,0.3308,3.1121,0.4555,-0.3243,-0.8545,1.3418,4.5403,0.2054,0.0094,0.0118,0.0073,0.0086,-0.0019,0.01,0.0078,-0.0028,-0.0042,-0.0081,0.3717,0.2294,0.1736,0.3013,0.4107,0.1883,0.3578,0.2447,0.319,0.428,moderate,119,169
150,159,9,+9,49.27,fast_converger,False,0.17,73,1,Cluster 73,scenario_projection,UNDP_HDR_2025_Table_1,2023,Rwanda,RWA,Rwanda,0.578,0.534,-0.044,0.534,0.578,14256573,un_wpp_owid_2024,22707905,un_wpp_owid_2050,0.5409,-0.0371,0.5409,-0.0371,0.7096,0.1316,0.5331,0.7096,0.8103,0.8103,0.5331,True,True,67.785,2970.5595,12.5905,4.88,0.7027,0.4619,0.4875,0.816478,0.659282,0.663782,0.7096,1.9e-07,67.785,2970.5595,12.5905,4.88,0.95,1.0506,0.871,0.0,0.0,19.7,24.5,4.8,40.1929,40.867,57.0,53.16,-3.84,2.8071,5.973,3.1659,0.7688,0.1124,0.8811,0.7289,0.1436,0.26,0.8576,0.0,0.0,0.0,0.0,0.1418,0.0671,0.6467,0.7424,-0.0099,0.1692,0.5828,0.0062,0.28,0.12,0.22,0.6,0.0137,0.4511,0.2398,0.6099,0.3901,1.22,1.3176,0.96,0.3745,60.9714,0.3287,5.1988,0.3153,-1.0479,-0.9281,0.2454,5.0933,0.3246,0.0362,0.0446,0.0079,0.0461,-0.0111,0.0209,0.0084,-0.0024,-0.0098,-0.0092,0.3454,0.0848,0.1268,0.1353,0.1538,0.1142,0.1337,0.136,0.1296,0.3326,frontier_jumper,113,182
151,138,-13,-13,33.4,emerging_mover,False,0.25,74,1,Cluster 74,scenario_projection,UNDP_HDR_2025_Table_1,2023,Congo,COG,Congo,0.649,0.571,-0.078,0.571,0.649,6332969,un_wpp_owid_2024,11006470,un_wpp_owid_2050,0.6205,-0.0285,0.6205,-0.0285,0.702,0.053,0.5918,0.702,0.8227,0.8227,0.5918,True,False,65.772,5902.5991,12.6819,8.3226,0.6731,0.6054,0.5862,0.749602,0.698302,0.660902,0.702,-1.3e-07,65.772,5902.5991,12.6819,8.3226,0.78,1.0,0.8678,0.0,0.0,19.0,24.0,5.0,40.4626,41.3975,57.0,53.0,-4.0,2.5374,5.6025,3.0651,0.7811,0.1057,0.8868,0.7219,0.1364,0.25,0.6723,0.0,0.0,0.0,0.9167,0.4112,0.1631,0.5729,0.8218,-0.0069,0.2501,0.4685,0.0042,0.28,0.78,0.78,0.25,0.4561,0.1759,0.23,0.3382,0.6618,1.22,1.22,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0116,0.0178,0.0102,0.0105,0.0027,0.0114,0.0042,-0.0017,-0.0045,-0.0093,0.2587,0.2089,0.2069,0.2635,0.3106,0.1965,0.3405,0.2138,0.2562,0.245,frontier_jumper,102,172
152,141,-11,-11,35.23,emerging_mover,False,0.23,75,1,Cluster 75,scenario_projection,UNDP_HDR_2025_Table_1,2023,Sao Tome and Principe,STP,Sao Tome & Principe,0.637,0.618,-0.019,0.618,0.637,235548,un_wpp_owid_2024,365120,un_wpp_owid_2050,0.6024,-0.0346,0.6024,-0.0346,0.6996,0.0626,0.5839,0.6996,0.8056,0.8056,0.5839,True,True,69.718,5583.4233,12.8567,5.9876,0.7311,0.517,0.5782,0.80999,0.627492,0.673692,0.6996,-9e-08,69.718,5583.4233,12.8567,5.9876,0.88,1.0302,0.8678,0.0,0.0,19.0,24.0,5.0,40.4626,41.3975,57.0,53.0,-4.0,2.5374,5.6025,3.0651,0.7811,0.1057,0.8868,0.7219,0.1364,0.25,0.8817,0.0,0.0,0.0,0.0,0.1619,0.0588,0.6609,0.7411,-0.0089,0.2301,0.4905,0.0044,0.28,0.12,0.22,0.6,0.014,0.2517,0.2084,0.5599,0.4401,1.22,1.22,0.96,0.3914,35.781,0.5427,5.2356,0.2903,-1.4795,-1.0064,0.0361,4.8724,0.3688,0.0171,0.0245,0.0068,0.0235,-0.0072,0.013,0.0052,-0.0033,-0.0102,-0.0069,0.3598,0.1427,0.1231,0.2397,0.28,0.1372,0.2226,0.187,0.2207,0.3885,frontier_jumper,117,177
153,160,7,+7,52.71,rapid_industrializer,False,0.23,76,3,Cluster 76,scenario_projection,UNDP_HDR_2025_Table_1,2023,Papua New Guinea,PNG,Papua New Guinea,0.576,0.558,-0.018,0.558,0.576,10576509,un_wpp_owid_2024,14906592,un_wpp_owid_2050,0.5428,-0.0332,0.5428,-0.0332,0.6831,0.1071,0.5465,0.6831,0.7649,0.7649,0.5465,True,True,66.134,3970.6477,11.5111,4.9625,0.6784,0.4454,0.5292,0.799136,0.609028,0.65493,0.6831,-1e-08,66.134,3970.6477,11.5111,4.9625,0.9,1.0,0.9306,0.0,0.0,22.4,28.5,6.1,33.9119,33.3584,62.5,57.62,-4.88,3.5881,9.0216,5.4335,0.5789,0.1566,0.7355,0.8566,0.3464,0.195,0.3937,0.0,0.0,0.0,0.9167,0.4469,0.3422,0.3478,0.911,-0.0018,0.2289,0.4615,0.0054,0.28,0.12,0.22,0.6,0.0145,0.2719,0.3269,0.6319,0.3681,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0191,0.0332,0.0134,0.0194,0.0177,0.0148,0.0055,-0.0022,-0.0059,-0.008,0.2389,0.1931,0.2069,0.2383,0.2772,0.1902,0.3153,0.1886,0.2244,0.2166,moderate,134,180
154,163,9,+9,52.81,rapid_industrializer,False,0.25,76,3,Cluster 76,scenario_projection,UNDP_HDR_2025_Table_1,2023,Mauritania,MRT,Mauritania,0.563,0.556,-0.007,0.556,0.563,5169403,un_wpp_owid_2024,9415604,un_wpp_owid_2050,0.5374,-0.0256,0.5374,-0.0256,0.685,0.122,0.5335,0.685,0.7907,0.7907,0.5335,True,True,68.484,6267.4708,7.9495,4.852,0.713,0.366,0.5948,0.825035,0.544923,0.714931,0.685,-4e-08,68.484,6267.4708,7.9495,4.852,0.85,1.02,0.8796,0.0,0.0,20.1,25.5,5.4,39.0962,39.574,58.0,53.68,-4.32,2.9038,6.746,3.8421,0.7372,0.1257,0.8629,0.7475,0.1673,0.23,0.6091,0.0,0.0,0.0,0.9167,0.3161,0.1743,0.5293,0.8171,-0.0076,0.2538,0.4724,0.0054,0.28,0.12,0.22,0.6,0.0145,0.2834,0.32,0.6369,0.3631,1.22,1.3176,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.021,0.0481,0.015,0.0272,0.0045,0.0196,0.007,-0.0028,-0.0075,-0.0101,0.2626,0.2113,0.2069,0.2673,0.3157,0.1974,0.3444,0.2182,0.263,0.2512,frontier_jumper,124,182
155,168,13,+13,57.48,rapid_industrializer,False,0.26,76,3,Cluster 76,scenario_projection,UNDP_HDR_2025_Table_1,2023,Pakistan,PAK,Pakistan,0.544,0.544,0.0,0.544,0.544,251269160,un_wpp_owid_2024,371863799,un_wpp_owid_2050,0.5178,-0.0262,0.5178,-0.0262,0.6837,0.1397,0.5137,0.6837,0.79,0.79,0.5137,True,True,67.649,5501.1329,7.8951,4.317,0.7007,0.344,0.5761,0.825788,0.543492,0.71209,0.6837,-7e-08,67.649,5501.1329,7.8951,4.317,0.85,1.0302,0.8718,0.0,0.0,20.4,27.0,6.6,39.4328,39.3345,57.5,52.22,-5.28,3.0672,8.4455,5.3784,0.7532,0.1617,0.915,0.73,0.1009,0.17,0.6008,0.0,0.0,0.0,0.9167,0.2845,0.1302,0.5523,0.7974,-0.0091,0.258,0.5498,0.0063,0.45,0.12,0.22,0.6,0.0147,0.4212,0.3364,0.6003,0.3997,1.22,1.3176,0.96,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0246,0.0541,0.0171,0.0321,0.0008,0.0225,0.0123,-0.003,-0.0082,-0.0125,0.2902,0.2061,0.2069,0.259,0.3047,0.1953,0.336,0.2316,0.2737,0.2764,frontier_jumper,124,186
156,155,-1,-1,43.97,fast_converger,False,0.31,77,1,Cluster 77,scenario_projection,UNDP_HDR_2025_Table_1,2023,Cameroon,CMR,Cameroon,0.588,0.576,-0.012,0.576,0.588,29123748,un_wpp_owid_2024,51096324,un_wpp_owid_2050,0.5614,-0.0266,0.5614,-0.0266,0.6796,0.0916,0.547,0.6796,0.7966,0.7966,0.547,True,True,63.7,4746.2658,10.7919,6.5742,0.6426,0.4963,0.5549,0.739158,0.63755,0.666052,0.6796,-2.3e-07,63.7,4746.2658,10.7919,6.5742,0.82,1.0302,0.8727,0.0,0.0,18.7,23.5,4.8,40.0988,41.1796,57.5,53.66,-3.84,2.4012,5.1604,2.7592,0.7674,0.0962,0.8636,0.7328,0.1664,0.26,0.8263,0.0,0.0,0.0,0.2988,0.2265,0.1017,0.6211,0.7689,-0.0098,0.3138,0.465,0.0046,0.4,0.12,0.22,0.6,0.015,0.3628,0.3038,0.62,0.38,1.16,1.2528,0.94,0.3633,45.9582,0.2867,3.7829,0.5355,-0.7821,-0.4954,1.345,5.402,0.2243,0.02,0.0322,0.0125,0.0202,-0.0041,0.0185,0.009,-0.0004,-0.0064,-0.0099,0.3541,0.2295,0.1617,0.3381,0.459,0.1832,0.4091,0.244,0.3402,0.419,accelerator,123,180
157,157,0,0,42.29,fast_converger,False,0.29,78,2,Cluster 78,scenario_projection,UNDP_HDR_2025_Table_1,2023,Uganda,UGA,Uganda,0.582,0.55,-0.032,0.55,0.582,50015091,un_wpp_owid_2024,85431201,un_wpp_owid_2050,0.5541,-0.0279,0.5541,-0.0279,0.677,0.095,0.5396,0.677,0.7884,0.7884,0.5396,True,True,68.252,2736.41,11.564,6.3237,0.7096,0.5039,0.4757,0.80723,0.643624,0.597222,0.677,-3.6e-07,68.252,2736.41,11.564,6.3237,0.88,1.0302,0.8366,0.0,0.0,15.7,19.5,3.8,44.0,45.9295,54.0,50.96,-3.04,2.0,3.1105,1.1105,0.9013,0.061,0.9623,0.6536,0.0436,0.31,0.9382,0.0,0.0,0.0,0.3308,0.1811,0.0084,0.6941,0.7261,-0.0114,0.2881,0.5125,0.0052,0.28,0.12,0.22,0.6,0.0145,0.3944,0.3041,0.6225,0.3775,1.22,1.3176,0.96,0.3858,34.1832,0.3071,3.706,0.4278,-1.1883,-0.3598,1.0706,4.3814,0.2142,0.028,0.0343,0.0117,0.029,-0.0132,0.0192,0.0069,-0.0035,-0.0075,-0.0099,0.3623,0.2113,0.1683,0.2893,0.3835,0.1801,0.3363,0.2357,0.3033,0.4106,frontier_jumper,125,180
158,165,7,+7,50.9,fast_converger,False,0.33,78,2,Cluster 78,scenario_projection,UNDP_HDR_2025_Table_1,2023,Tanzania (United Republic of),TZA,Tanzania,0.555,0.549,-0.006,0.549,0.555,68560162,un_wpp_owid_2024,129621091,un_wpp_owid_2050,0.5318,-0.0232,0.5318,-0.0232,0.6773,0.1223,0.5149,0.6773,0.7881,0.7881,0.5149,True,True,66.995,3514.6329,8.5857,6.0654,0.6911,0.4252,0.5117,0.797748,0.598861,0.650357,0.6773,1.8e-07,66.995,3514.6329,8.5857,6.0654,0.89,1.0302,0.8539,0.0,0.0,17.2,22.0,4.8,42.0,43.5111,56.0,52.16,-3.84,2.0,4.3289,2.3289,0.8342,0.083,0.9172,0.6916,0.0982,0.26,0.9459,0.0,0.0,0.0,0.2338,0.1381,0.018,0.6973,0.7209,-0.0117,0.3307,0.5152,0.0057,0.28,0.12,0.22,0.6,0.0139,0.4744,0.3602,0.727,0.273,1.22,1.3176,0.96,0.4219,40.3868,0.35,3.9388,0.5985,-0.4658,-0.5256,0.9965,4.9007,0.1615,0.0321,0.0491,0.014,0.0388,-0.0157,0.026,0.0082,-0.0101,-0.0103,-0.0097,0.3702,0.2474,0.1765,0.3343,0.4797,0.196,0.4344,0.2685,0.3612,0.4386,frontier_jumper,125,186
159,152,-7,-7,38.9,emerging_mover,False,0.27,79,1,Cluster 79,scenario_projection,UNDP_HDR_2025_Table_1,2023,Comoros,COM,Comoros,0.603,0.586,-0.017,0.586,0.603,866632,un_wpp_owid_2024,1307561,un_wpp_owid_2050,0.5696,-0.0334,0.5696,-0.0334,0.6697,0.0667,0.5515,0.6697,0.7859,0.7859,0.5515,True,True,66.777,3481.1214,13.2945,6.0068,0.6879,0.5266,0.5103,0.758905,0.644904,0.613704,0.6697,2.8e-07,66.777,3481.1214,13.2945,6.0068,0.85,1.0302,0.8868,0.0,0.0,20.4,25.5,5.1,38.505,38.9418,58.5,54.42,-4.08,2.995,6.6382,3.6432,0.7156,0.122,0.8376,0.7632,0.2009,0.245,0.7701,0.0,0.0,0.0,0.0,0.2062,0.1294,0.5788,0.7798,-0.0084,0.2704,0.4787,0.0047,0.28,0.12,0.22,0.6,0.0146,0.2645,0.2111,0.5488,0.4512,1.22,1.22,0.96,0.3637,70.9635,0.3888,5.5368,0.3808,-1.3013,-1.0643,0.4303,4.2753,0.2374,0.0185,0.0231,0.0037,0.0192,-0.0014,0.0133,0.005,-0.0004,-0.007,-0.0074,0.3533,0.1803,0.1148,0.2812,0.3828,0.1417,0.3152,0.2237,0.2931,0.4179,frontier_jumper,125,180
160,150,-10,-10,47.48,fast_converger,False,0.31,80,2,Cluster 80,scenario_projection,UNDP_HDR_2025_Table_1,2023,Myanmar,MMR,Myanmar,0.609,0.585,-0.024,0.585,0.609,54500086,un_wpp_owid_2024,58623233,un_wpp_owid_2050,0.5798,-0.0292,0.5798,-0.0292,0.6651,0.0561,0.5466,0.6651,0.8057,0.8057,0.5466,True,True,66.889,4918.8106,11.5046,6.38,0.6895,0.5048,0.56,0.760285,0.605988,0.638587,0.6651,-1.7e-07,66.889,4918.8106,11.5046,6.38,0.75,1.02,0.9784,0.0,0.0,29.0,35.5,6.5,25.5405,21.2941,67.0,61.8,-5.2,7.4595,16.9059,9.4463,0.3446,0.2736,0.6181,0.9433,0.5364,0.175,0.0,0.223,0.0,0.223,0.623,0.5392,0.4749,0.1789,0.988,0.0005,0.3076,0.4553,0.0047,0.58,0.12,0.22,0.6,0.016,0.2326,0.279,0.3853,0.6147,1.0069,1.0563,1.0476,0.4574,48.8883,0.3998,3.0048,0.5406,-0.8517,0.1682,1.0496,5.9329,0.2122,0.0109,0.019,0.0059,0.0092,0.0156,0.0106,0.0076,-0.0071,-0.0052,-0.0103,0.352,0.225,0.1673,0.3266,0.4444,0.1853,0.4009,0.2463,0.3238,0.4045,conflict_recovery,117,180
161,169,8,+8,55.02,rapid_industrializer,False,0.32,80,2,Cluster 80,scenario_projection,UNDP_HDR_2025_Table_1,2023,Senegal,SEN,Senegal,0.53,0.511,-0.019,0.511,0.53,18501988,un_wpp_owid_2024,30364953,un_wpp_owid_2050,0.4897,-0.0403,0.4897,-0.0403,0.6668,0.1368,0.4932,0.6668,0.7673,0.7673,0.4932,True,True,68.683,4202.0307,9.1427,2.9346,0.7159,0.3052,0.5374,0.841078,0.509986,0.691182,0.6668,9e-08,68.683,4202.0307,9.1427,2.9346,0.91,1.0506,0.872,0.0,0.0,18.3,23.0,4.7,40.2345,41.4502,57.5,53.74,-3.76,2.2655,4.8098,2.5442,0.7713,0.0895,0.8608,0.7314,0.17,0.265,0.8017,0.0,0.0,0.0,0.4357,0.166,0.098,0.6087,0.7605,-0.0102,0.3172,0.5186,0.0062,0.38,0.12,0.22,0.6,0.0138,0.4847,0.3381,0.7002,0.2998,1.16,1.2528,0.94,0.4514,37.5007,0.3278,3.4544,0.403,-0.0474,-0.8192,0.8704,5.1762,0.2674,0.0306,0.0591,0.0131,0.041,-0.007,0.0237,0.0111,-0.0148,-0.0096,-0.0103,0.3369,0.2731,0.2113,0.3383,0.4178,0.2277,0.3674,0.2566,0.3455,0.3977,accelerator,134,188
162,148,-14,-14,30.51,emerging_mover,False,0.26,81,2,Cluster 81,scenario_projection,UNDP_HDR_2025_Table_1,2023,Angola,AGO,Angola,0.616,0.586,-0.03,0.586,0.616,37885854,un_wpp_owid_2024,74295397,un_wpp_owid_2050,0.5833,-0.0327,0.5833,-0.0327,0.6647,0.0487,0.5818,0.6647,0.7846,0.7846,0.5818,True,True,64.617,6631.2765,12.1676,5.9562,0.6561,0.5016,0.6029,0.732076,0.593462,0.675971,0.6647,6e-08,64.617,6631.2765,12.1676,5.9562,0.78,1.02,0.8429,0.0,0.0,16.7,21.5,4.8,43.0,44.7202,55.0,51.16,-3.84,2.0,4.1198,2.1198,0.8741,0.0805,0.9547,0.6672,0.0527,0.26,0.7625,0.0,0.0,0.0,0.9167,0.3214,0.0796,0.6202,0.7789,-0.0092,0.256,0.4716,0.0045,0.28,0.82,0.82,0.22,0.5042,0.1891,0.2286,0.3487,0.6513,1.16,1.16,0.94,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0101,0.0201,0.0097,0.0101,-0.0018,0.0104,0.0037,-0.0015,-0.004,-0.0081,0.2626,0.2136,0.2069,0.2709,0.3205,0.1983,0.3479,0.22,0.2667,0.253,accelerator,126,177
163,154,-9,-9,37.51,emerging_mover,False,0.29,81,2,Cluster 81,scenario_projection,UNDP_HDR_2025_Table_1,2023,Zambia,ZMB,Zambia,0.595,0.565,-0.03,0.565,0.595,21314962,un_wpp_owid_2024,38083384,un_wpp_owid_2050,0.5693,-0.0257,0.5693,-0.0257,0.6641,0.0691,0.5608,0.6641,0.7648,0.7648,0.5608,True,True,66.349,3446.6758,11.0205,7.3974,0.6816,0.532,0.5089,0.757925,0.642321,0.60162,0.6641,9e-08,66.349,3446.6758,11.0205,7.3974,0.85,1.02,0.8567,0.0,0.0,17.6,35.0,17.4,42.3584,28.8161,55.5,50.0,-5.5,2.1416,21.1839,19.0423,0.5763,0.4237,1.0,0.7474,0.0,0.1562,0.2692,0.4175,0.0,0.4175,0.5625,0.3182,0.0443,0.5633,0.7801,-0.0152,0.2938,0.4553,0.0048,0.28,0.55,0.7,0.28,0.2667,0.2442,0.2817,0.5437,0.4563,1.16,1.2528,0.94,0.3819,34.9219,0.3572,3.1499,0.4533,-0.1657,-0.5828,0.6848,3.9473,0.1402,0.0201,0.0264,0.0091,0.0209,-0.0094,0.0146,0.0054,-0.0023,-0.0069,-0.0089,0.3487,0.2406,0.1854,0.2804,0.4038,0.1958,0.3511,0.2329,0.2964,0.4033,accelerator,134,178
164,157,-7,-7,41.14,emerging_mover,False,0.32,82,1,Cluster 82,scenario_projection,UNDP_HDR_2025_Table_1,2023,Côte d'Ivoire,CIV,Cote d'Ivoire,0.582,0.55,-0.032,0.55,0.582,31934229,un_wpp_owid_2024,55746985,un_wpp_owid_2050,0.5473,-0.0347,0.5473,-0.0347,0.6619,0.0799,0.5404,0.6619,0.7856,0.7856,0.5404,True,True,61.944,6735.4163,11.4111,4.87,0.6168,0.4393,0.6052,0.710931,0.575044,0.709331,0.6619,1.7e-07,61.944,6735.4163,11.4111,4.87,0.83,1.0302,0.8678,0.0,0.0,18.7,23.5,4.8,40.5706,41.6239,57.0,53.16,-3.84,2.4294,5.2161,2.7867,0.783,0.0981,0.8811,0.722,0.1436,0.26,0.8834,0.0,0.0,0.0,0.1572,0.1554,0.0616,0.6575,0.7413,-0.0109,0.3155,0.4944,0.0049,0.28,0.12,0.22,0.6,0.0149,0.3765,0.281,0.612,0.388,1.16,1.2528,0.94,0.3684,37.9178,0.4154,4.1227,0.5382,-0.3923,-0.5159,0.8167,4.8246,0.1904,0.0169,0.0349,0.0127,0.0204,-0.0082,0.018,0.006,-0.001,-0.0089,-0.0108,0.3471,0.2618,0.193,0.3101,0.4489,0.2108,0.3917,0.2436,0.3274,0.4211,accelerator,125,180
